REGISTRATION,Синий,Евгений,Юрьевич,ibookmack@gmail.com,0730937947
ADDADDRESS,Днепр,ж/м Покровский,4Д,15,ibookmack@gmail.com
ADDADDRESS,Каменское,просп.Победы,69,90,ibookmack@gmail.com
ADDSAMPLE,Gas Company,UA000000000000000000000000000,87999963,Payment for gas,ibookmack@gmail.com,ж/м Покровский,15
ADDSAMPLE,SpaceX,UA543054820000026035304821893,42082379,Payment for communication,ibookmack@gmail.com,ж/м Покровский,15
ADDSAMPLE,Light supplier,UA723052990000026002050254346,39968744,Payment for light,ibookmack@gmail.com,просп.Победы,90
ADDSAMPLE,Water supplier,UA800147550000045667458566546,56678996,Payment for cold water,ibookmack@gmail.com,просп.Победы,90
PAY,120002,5375414100000000,150.25
PAY,120003,4441114400000000,225.68
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
PAY,120004,4441114400000001,229.00
